cell_barcode;orig.ident;nCount_RNA;nFeature_RNA;subproject;library_id;index;donor_id.x;fastq_path_r1;fastq_path_r2;symbolic_link_r1;symbolic_link_r2;zUMI_barcode;plate;original_barcode;well;sample_id;donor_id.y;tissue;time_point;sample_description;sampling_time;sample_description_FN;Exclude_FN
ORSHPMXG;SeuratProject;285716;3766;CLL_52;AF9728;N712-S516-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N712-S516-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N712-S516-NX-xt_2.fastq.gz;CLL_14-2116_S96_L006_R1_001.fastq.gz;CLL_14-2116_S96_L006_R2_001.fastq.gz;ORSHPMXG;P2462;P2462_N712-S516;CLL_14_2116_C10;14/2116;63;LN;T3;NA;NA;RS;NA
OSMCSRPI;SeuratProject;479108;1021;CLL_52;AF9905;N710-S506-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N710-S506-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N710-S506-NX-xt_2.fastq.gz;CLL_10-7434_S161_L007_R1_001.fastq.gz;CLL_10-7434_S161_L007_R2_001.fastq.gz;OSMCSRPI;P2464;P2464_N710-S506;CLL_10_7434_D08;10/7434;63;PB;T2;NA;NA;posttreatment;NA
OTAZLCQH;SeuratProject;486606;1549;CLL_52;AF9907;N710-S508-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N710-S508-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N710-S508-NX-xt_2.fastq.gz;CLL_10-7434_S178_L007_R1_001.fastq.gz;CLL_10-7434_S178_L007_R2_001.fastq.gz;OTAZLCQH;P2464;P2464_N710-S508;CLL_10_7434_F08;10/7434;63;PB;T2;NA;NA;posttreatment;NA
OTPCLOSV;SeuratProject;393138;882;CLL_52;AF9629;N726-S511-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N726-S511-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N726-S511-NX-xt_2.fastq.gz;CLL_10-7434_S8_L006_R1_001.fastq.gz;CLL_10-7434_S8_L006_R2_001.fastq.gz;OTPCLOSV;P2461;P2461_N726-S511;CLL_10_7434_H09;10/7434;63;PB;T2;NA;NA;posttreatment;NA
OUJNSFXB;SeuratProject;457440;845;CLL_52;AG0040;N701-S516-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N701-S516-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N701-S516-NX-xt_2.fastq.gz;CLL_05-599_S325_L007_R1_001.fastq.gz;CLL_05-599_S325_L007_R2_001.fastq.gz;OUJNSFXB;P2466;P2466_N701-S516;CLL_05_599_C01;05/599;63;PB;T1;NA;NA;pretreatment;NA
OUSUYEQM;SeuratProject;364647;1934;CLL_52;AF9556;N715-S510-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N715-S510-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N715-S510-NX-xt_2.fastq.gz;CLL_14-2116_S149_L006_R1_001.fastq.gz;CLL_14-2116_S149_L006_R2_001.fastq.gz;OUSUYEQM;P2460;P2460_N715-S510;CLL_14_2116_G12;14/2116;63;LN;T3;NA;NA;RS;NA
OVJIKYCI;SeuratProject;268853;1124;CLL_52;AF9975;N721-S503-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N721-S503-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N721-S503-NX-xt_2.fastq.gz;CLL_05-76_S188_L007_R1_001.fastq.gz;CLL_05-76_S188_L007_R2_001.fastq.gz;OVJIKYCI;P2465;P2465_N721-S503;CLL_05_76_B05;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
OVZXAIJJ;SeuratProject;436411;2597;CLL_52;AF9536;N712-S505-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N712-S505-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N712-S505-NX-xt_2.fastq.gz;CLL_14-2116_S293_L006_R1_001.fastq.gz;CLL_14-2116_S293_L006_R2_001.fastq.gz;OVZXAIJJ;P2460;P2460_N712-S505;CLL_14_2116_C10;14/2116;63;LN;T3;NA;NA;RS;NA
OXUAJUMU;SeuratProject;485491;1033;CLL_52;AG0622;N723-S507-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N723-S507-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N723-S507-NX-xt_2.fastq.gz;CLL_10-7434_S343_L001_R1_001.fastq.gz;CLL_10-7434_S343_L001_R2_001.fastq.gz;OXUAJUMU;P2469;P2469_N723-S507;CLL_10_7434_E07;10/7434;63;PB;T2;NA;NA;posttreatment;NA
OYJRHCWV;SeuratProject;293027;689;CLL_52;AF9765;N718-S522-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N718-S522-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N718-S522-NX-xt_2.fastq.gz;CLL_05-599_S121_L006_R1_001.fastq.gz;CLL_05-599_S121_L006_R2_001.fastq.gz;OYJRHCWV;P2463;P2463_N718-S522;CLL_05_599_H02;05/599;63;PB;T1;NA;NA;pretreatment;NA
OYNZJYSR;SeuratProject;369838;846;CLL_52;AF9754;N716-S518-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N716-S518-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N716-S518-NX-xt_2.fastq.gz;CLL_05-599_S288_L006_R1_001.fastq.gz;CLL_05-599_S288_L006_R2_001.fastq.gz;OYNZJYSR;P2463;P2463_N716-S518;CLL_05_599_E01;05/599;63;PB;T1;NA;NA;pretreatment;NA
OYOYTFOB;SeuratProject;414241;978;CLL_52;AG0193;N724-S517-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N724-S517-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N724-S517-NX-xt_2.fastq.gz;CLL_10-7434_S247_L007_R1_001.fastq.gz;CLL_10-7434_S247_L007_R2_001.fastq.gz;OYOYTFOB;P2467;P2467_N724-S517;CLL_10_7434_D08;10/7434;63;PB;T2;NA;NA;posttreatment;NA
OYVBMPWI;SeuratProject;26;26;CLL_52;AF9949;N716-S511-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N716-S511-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N716-S511-NX-xt_2.fastq.gz;empty_S34_L007_R1_001.fastq.gz;empty_S34_L007_R2_001.fastq.gz;OYVBMPWI;P2465;P2465_N716-S511;empty_H01;empty;NA;NA;NA;NA;NA;NA;NA
OYWPGANJ;SeuratProject;433822;829;CLL_52;AG0772;N718-S516-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N718-S516-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N718-S516-NX-xt_2.fastq.gz;CLL_05-599_S57_L001_R1_001.fastq.gz;CLL_05-599_S57_L001_R2_001.fastq.gz;OYWPGANJ;P2471;P2471_N718-S516;CLL_05_599_C02;05/599;63;PB;T1;NA;NA;pretreatment;NA
PATCTYLY;SeuratProject;695087;1141;CLL_52;AG0797;N721-S517-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N721-S517-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N721-S517-NX-xt_2.fastq.gz;CLL_05-76_S227_L001_R1_001.fastq.gz;CLL_05-76_S227_L001_R2_001.fastq.gz;PATCTYLY;P2471;P2471_N721-S517;CLL_05_76_D05;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
PCEQKBMY;SeuratProject;142414;895;CLL_52;AG0539;N711-S503-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N711-S503-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N711-S503-NX-xt_2.fastq.gz;CLL_10-7434_S184_L001_R1_001.fastq.gz;CLL_10-7434_S184_L001_R2_001.fastq.gz;PCEQKBMY;P2468;P2468_N711-S503;CLL_10_7434_B09;10/7434;63;PB;T2;NA;NA;posttreatment;NA
PCJLKXFJ;SeuratProject;633;26;CLL_52;AF9653;N729-S511-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N729-S511-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N729-S511-NX-xt_2.fastq.gz;empty_S152_L006_R1_001.fastq.gz;empty_S152_L006_R2_001.fastq.gz;PCJLKXFJ;P2461;P2461_N729-S511;empty_H12;empty;NA;NA;NA;NA;NA;NA;NA
PCSGZUQK;SeuratProject;532240;1819;CLL_52;AG0704;N705-S521-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N705-S521-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N705-S521-NX-xt_2.fastq.gz;CLL_05-76_S254_L001_R1_001.fastq.gz;CLL_05-76_S254_L001_R2_001.fastq.gz;PCSGZUQK;P2470;P2470_N705-S521;CLL_05_76_G05;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
PFDOLWLV;SeuratProject;226892;1051;CLL_52;AF9602;N722-S507-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N722-S507-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N722-S507-NX-xt_2.fastq.gz;CLL_05-76_S365_L006_R1_001.fastq.gz;CLL_05-76_S365_L006_R2_001.fastq.gz;PFDOLWLV;P2461;P2461_N722-S507;CLL_05_76_E06;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
PGEYFAQO;SeuratProject;495093;2309;CLL_52;AF9746;N715-S518-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N715-S518-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N715-S518-NX-xt_2.fastq.gz;CLL_14-2116_S2_L006_R1_001.fastq.gz;CLL_14-2116_S2_L006_R2_001.fastq.gz;PGEYFAQO;P2462;P2462_N715-S518;CLL_14_2116_E12;14/2116;63;LN;T3;NA;NA;RS;NA
PHOLEDJO;SeuratProject;178649;755;CLL_52;AG0145;N718-S517-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N718-S517-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N718-S517-NX-xt_2.fastq.gz;CLL_05-599_S217_L007_R1_001.fastq.gz;CLL_05-599_S217_L007_R2_001.fastq.gz;PHOLEDJO;P2467;P2467_N718-S517;CLL_05_599_D02;05/599;63;PB;T1;NA;NA;pretreatment;NA
PIPKYTGU;SeuratProject;202009;1138;CLL_52;AF9963;N719-S508-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N719-S508-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N719-S508-NX-xt_2.fastq.gz;CLL_05-599_S160_L007_R1_001.fastq.gz;CLL_05-599_S160_L007_R2_001.fastq.gz;PIPKYTGU;P2465;P2465_N719-S508;CLL_05_599_F03;05/599;63;PB;T1;NA;NA;pretreatment;NA
PJAXOMKN;SeuratProject;729;206;CLL_52;AG0817;N723-S522-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N723-S522-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N723-S522-NX-xt_2.fastq.gz;CLL_10-7434_S362_L001_R1_001.fastq.gz;CLL_10-7434_S362_L001_R2_001.fastq.gz;PJAXOMKN;P2471;P2471_N723-S522;CLL_10_7434_H07;10/7434;63;PB;T2;NA;NA;posttreatment;NA
PJWPIJGE;SeuratProject;679182;3061;CLL_52;AG0845;N728-S517-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N728-S517-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N728-S517-NX-xt_2.fastq.gz;CLL_14-2116_S323_L001_R1_001.fastq.gz;CLL_14-2116_S323_L001_R2_001.fastq.gz;PJWPIJGE;P2471;P2471_N728-S517;CLL_14_2116_D11;14/2116;63;LN;T3;NA;NA;RS;NA
PKFNFPYG;SeuratProject;508130;2917;CLL_52;AF9554;N715-S507-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N715-S507-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N715-S507-NX-xt_2.fastq.gz;CLL_14-2116_S95_L006_R1_001.fastq.gz;CLL_14-2116_S95_L006_R2_001.fastq.gz;PKFNFPYG;P2460;P2460_N715-S507;CLL_14_2116_E12;14/2116;63;LN;T3;NA;NA;RS;NA
PKSDEROC;SeuratProject;424594;1135;CLL_52;AF9468;N701-S510-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N701-S510-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N701-S510-NX-xt_2.fastq.gz;CLL_05-599_S231_L006_R1_001.fastq.gz;CLL_05-599_S231_L006_R2_001.fastq.gz;PKSDEROC;P2460;P2460_N701-S510;CLL_05_599_G01;05/599;63;PB;T1;NA;NA;pretreatment;NA
PKVWMAMO;SeuratProject;355346;1247;CLL_52;AG0062;N704-S513-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N704-S513-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N704-S513-NX-xt_2.fastq.gz;CLL_05-76_S122_L007_R1_001.fastq.gz;CLL_05-76_S122_L007_R2_001.fastq.gz;PKVWMAMO;P2466;P2466_N704-S513;CLL_05_76_A04;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
PKYYJYKT;SeuratProject;318488;1327;CLL_52;AF9680;N704-S516-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N704-S516-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N704-S516-NX-xt_2.fastq.gz;CLL_05-76_S370_L006_R1_001.fastq.gz;CLL_05-76_S370_L006_R2_001.fastq.gz;PKYYJYKT;P2462;P2462_N704-S516;CLL_05_76_C04;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
PLBDZGBB;SeuratProject;575704;1258;CLL_52;AF9889;N706-S506-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N706-S506-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N706-S506-NX-xt_2.fastq.gz;CLL_05-76_S322_L007_R1_001.fastq.gz;CLL_05-76_S322_L007_R2_001.fastq.gz;PLBDZGBB;P2464;P2464_N706-S506;CLL_05_76_D06;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
PLDLSFUG;SeuratProject;296098;903;CLL_52;AF9593;N721-S506-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N721-S506-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N721-S506-NX-xt_2.fastq.gz;CLL_05-76_S283_L006_R1_001.fastq.gz;CLL_05-76_S283_L006_R2_001.fastq.gz;PLDLSFUG;P2461;P2461_N721-S506;CLL_05_76_D05;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
PLHVPDVU;SeuratProject;380095;1099;CLL_52;AF9504;N706-S505-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N706-S505-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N706-S505-NX-xt_2.fastq.gz;CLL_05-76_S158_L006_R1_001.fastq.gz;CLL_05-76_S158_L006_R2_001.fastq.gz;PLHVPDVU;P2460;P2460_N706-S505;CLL_05_76_C06;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
PLWPKWXF;SeuratProject;654782;1415;CLL_52;AG0708;N706-S516-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N706-S516-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N706-S516-NX-xt_2.fastq.gz;CLL_05-76_S76_L001_R1_001.fastq.gz;CLL_05-76_S76_L001_R2_001.fastq.gz;PLWPKWXF;P2470;P2470_N706-S516;CLL_05_76_C06;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
PNDCGXSH;SeuratProject;384949;1177;CLL_52;AF9700;N706-S521-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N706-S521-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N706-S521-NX-xt_2.fastq.gz;CLL_05-76_S269_L006_R1_001.fastq.gz;CLL_05-76_S269_L006_R2_001.fastq.gz;PNDCGXSH;P2462;P2462_N706-S521;CLL_05_76_G06;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
