cell_barcode;orig.ident;nCount_RNA;nFeature_RNA;subproject;library_id;index;donor_id.x;fastq_path_r1;fastq_path_r2;symbolic_link_r1;symbolic_link_r2;zUMI_barcode;plate;original_barcode;well;sample_id;donor_id.y;tissue;time_point;sample_description;sampling_time;sample_description_FN;Exclude_FN
CZINCTCZ;SeuratProject;413297;1011;CLL_52;AF9564;N716-S510-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N716-S510-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N716-S510-NX-xt_2.fastq.gz;CLL_05-599_S73_L006_R1_001.fastq.gz;CLL_05-599_S73_L006_R2_001.fastq.gz;CZINCTCZ;P2461;P2461_N716-S510;CLL_05_599_G01;05/599;63;PB;T1;NA;NA;pretreatment;NA
DAAGHTLY;SeuratProject;229951;967;CLL_52;AF9761;N718-S517-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N718-S517-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N718-S517-NX-xt_2.fastq.gz;CLL_05-599_S85_L006_R1_001.fastq.gz;CLL_05-599_S85_L006_R2_001.fastq.gz;DAAGHTLY;P2463;P2463_N718-S517;CLL_05_599_D02;05/599;63;PB;T1;NA;NA;pretreatment;NA
DBAVJHIW;SeuratProject;470720;1215;CLL_52;AF9855;N702-S503-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N702-S503-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N702-S503-NX-xt_2.fastq.gz;CLL_05-599_S288_L007_R1_001.fastq.gz;CLL_05-599_S288_L007_R2_001.fastq.gz;DBAVJHIW;P2464;P2464_N702-S503;CLL_05_599_B02;05/599;63;PB;T1;NA;NA;pretreatment;NA
DBESOTJP;SeuratProject;290;204;CLL_52;AG0783;N719-S520-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N719-S520-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N719-S520-NX-xt_2.fastq.gz;CLL_05-599_S82_L001_R1_001.fastq.gz;CLL_05-599_S82_L001_R2_001.fastq.gz;DBESOTJP;P2471;P2471_N719-S520;CLL_05_599_F03;05/599;63;PB;T1;NA;NA;pretreatment;NA
DEUIQPYS;SeuratProject;234;186;CLL_52;AG0825;N724-S522-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N724-S522-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N724-S522-NX-xt_2.fastq.gz;CLL_10-7434_S163_L001_R1_001.fastq.gz;CLL_10-7434_S163_L001_R2_001.fastq.gz;DEUIQPYS;P2471;P2471_N724-S522;CLL_10_7434_H08;10/7434;63;PB;T2;NA;NA;posttreatment;NA
DFMSHFXG;SeuratProject;278453;744;CLL_52;AG0102;N711-S513-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N711-S513-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N711-S513-NX-xt_2.fastq.gz;CLL_10-7434_S243_L007_R1_001.fastq.gz;CLL_10-7434_S243_L007_R2_001.fastq.gz;DFMSHFXG;P2466;P2466_N711-S513;CLL_10_7434_A09;10/7434;63;PB;T2;NA;NA;posttreatment;NA
DFPYIHXH;SeuratProject;388567;945;CLL_52;AF9519;N710-S503-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N710-S503-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N710-S503-NX-xt_2.fastq.gz;CLL_10-7434_S122_L006_R1_001.fastq.gz;CLL_10-7434_S122_L006_R2_001.fastq.gz;DFPYIHXH;P2460;P2460_N710-S503;CLL_10_7434_B08;10/7434;63;PB;T2;NA;NA;posttreatment;NA
DGAYUJWH;SeuratProject;436757;1088;CLL_52;AG0528;N707-S510-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N707-S510-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N707-S510-NX-xt_2.fastq.gz;CLL_10-7434_S40_L001_R1_001.fastq.gz;CLL_10-7434_S40_L001_R2_001.fastq.gz;DGAYUJWH;P2468;P2468_N707-S510;CLL_10_7434_G07;10/7434;63;PB;T2;NA;NA;posttreatment;NA
DGJFNXWY;SeuratProject;440119;782;CLL_52;AG0533;N710-S506-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N710-S506-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N710-S506-NX-xt_2.fastq.gz;CLL_10-7434_S262_L001_R1_001.fastq.gz;CLL_10-7434_S262_L001_R2_001.fastq.gz;DGJFNXWY;P2468;P2468_N710-S506;CLL_10_7434_D08;10/7434;63;PB;T2;NA;NA;posttreatment;NA
DGPQRBNL;SeuratProject;372752;1387;CLL_52;AG0057;N703-S517-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N703-S517-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N703-S517-NX-xt_2.fastq.gz;CLL_05-599_S114_L007_R1_001.fastq.gz;CLL_05-599_S114_L007_R2_001.fastq.gz;DGPQRBNL;P2466;P2466_N703-S517;CLL_05_599_D03;05/599;63;PB;T1;NA;NA;pretreatment;NA
DHCJZGSS;SeuratProject;269942;1432;CLL_52;AG0081;N706-S517-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N706-S517-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N706-S517-NX-xt_2.fastq.gz;CLL_05-76_S240_L007_R1_001.fastq.gz;CLL_05-76_S240_L007_R2_001.fastq.gz;DHCJZGSS;P2466;P2466_N706-S517;CLL_05_76_D06;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
DJIAXPOI;SeuratProject;903665;2700;CLL_52;AG0836;N727-S516-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N727-S516-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N727-S516-NX-xt_2.fastq.gz;CLL_14-2116_S27_L001_R1_001.fastq.gz;CLL_14-2116_S27_L001_R2_001.fastq.gz;DJIAXPOI;P2471;P2471_N727-S516;CLL_14_2116_C10;14/2116;63;LN;T3;NA;NA;RS;NA
DJWQVFZW;SeuratProject;335552;907;CLL_52;AF9657;N701-S517-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N701-S517-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N701-S517-NX-xt_2.fastq.gz;CLL_05-599_S290_L006_R1_001.fastq.gz;CLL_05-599_S290_L006_R2_001.fastq.gz;DJWQVFZW;P2462;P2462_N701-S517;CLL_05_599_D01;05/599;63;PB;T1;NA;NA;pretreatment;NA
DKAZKIBE;SeuratProject;371512;1029;CLL_52;AG0101;N710-S522-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N710-S522-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N710-S522-NX-xt_2.fastq.gz;CLL_10-7434_S279_L007_R1_001.fastq.gz;CLL_10-7434_S279_L007_R2_001.fastq.gz;DKAZKIBE;P2466;P2466_N710-S522;CLL_10_7434_H08;10/7434;63;PB;T2;NA;NA;posttreatment;NA
DKQHCWUZ;SeuratProject;357531;1052;CLL_52;AG0089;N707-S517-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N707-S517-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N707-S517-NX-xt_2.fastq.gz;CLL_10-7434_S54_L007_R1_001.fastq.gz;CLL_10-7434_S54_L007_R2_001.fastq.gz;DKQHCWUZ;P2466;P2466_N707-S517;CLL_10_7434_D07;10/7434;63;PB;T2;NA;NA;posttreatment;NA
DLSWFQHP;SeuratProject;543809;1010;CLL_52;AF9867;N703-S508-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N703-S508-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N703-S508-NX-xt_2.fastq.gz;CLL_05-599_S219_L007_R1_001.fastq.gz;CLL_05-599_S219_L007_R2_001.fastq.gz;DLSWFQHP;P2464;P2464_N703-S508;CLL_05_599_F03;05/599;63;PB;T1;NA;NA;pretreatment;NA
DMEUJNAH;SeuratProject;364971;1020;CLL_52;AF9759;N718-S515-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N718-S515-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N718-S515-NX-xt_2.fastq.gz;CLL_05-599_S258_L006_R1_001.fastq.gz;CLL_05-599_S258_L006_R2_001.fastq.gz;DMEUJNAH;P2463;P2463_N718-S515;CLL_05_599_B02;05/599;63;PB;T1;NA;NA;pretreatment;NA
DMUVVFPL;SeuratProject;362942;1268;CLL_52;AF9510;N707-S502-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N707-S502-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N707-S502-NX-xt_2.fastq.gz;CLL_10-7434_S77_L006_R1_001.fastq.gz;CLL_10-7434_S77_L006_R2_001.fastq.gz;DMUVVFPL;P2460;P2460_N707-S502;CLL_10_7434_A07;10/7434;63;PB;T2;NA;NA;posttreatment;NA
DMZTASEE;SeuratProject;428500;723;CLL_52;AG0484;N702-S505-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N702-S505-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N702-S505-NX-xt_2.fastq.gz;CLL_05-599_S271_L001_R1_001.fastq.gz;CLL_05-599_S271_L001_R2_001.fastq.gz;DMZTASEE;P2468;P2468_N702-S505;CLL_05_599_C02;05/599;63;PB;T1;NA;NA;pretreatment;NA
DNUFVRRJ;SeuratProject;349745;1029;CLL_52;AF9973;N720-S511-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N720-S511-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N720-S511-NX-xt_2.fastq.gz;CLL_05-76_S361_L007_R1_001.fastq.gz;CLL_05-76_S361_L007_R2_001.fastq.gz;DNUFVRRJ;P2465;P2465_N720-S511;CLL_05_76_H04;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
DNVACTBM;SeuratProject;513705;1478;CLL_52;AF9598;N722-S502-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N722-S502-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N722-S502-NX-xt_2.fastq.gz;CLL_05-76_S181_L006_R1_001.fastq.gz;CLL_05-76_S181_L006_R2_001.fastq.gz;DNVACTBM;P2461;P2461_N722-S502;CLL_05_76_A06;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
DOKAUIFZ;SeuratProject;435311;787;CLL_52;AG0540;N711-S505-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N711-S505-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N711-S505-NX-xt_2.fastq.gz;CLL_10-7434_S28_L001_R1_001.fastq.gz;CLL_10-7434_S28_L001_R2_001.fastq.gz;DOKAUIFZ;P2468;P2468_N711-S505;CLL_10_7434_C09;10/7434;63;PB;T2;NA;NA;posttreatment;NA
DOSGNNDS;SeuratProject;598012;1257;CLL_52;AG0072;N705-S516-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N705-S516-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N705-S516-NX-xt_2.fastq.gz;CLL_05-76_S350_L007_R1_001.fastq.gz;CLL_05-76_S350_L007_R2_001.fastq.gz;DOSGNNDS;P2466;P2466_N705-S516;CLL_05_76_C05;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
DPYDDCQE;SeuratProject;448550;1123;CLL_52;AG0501;N704-S506-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N704-S506-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N704-S506-NX-xt_2.fastq.gz;CLL_05-76_S353_L001_R1_001.fastq.gz;CLL_05-76_S353_L001_R2_001.fastq.gz;DPYDDCQE;P2468;P2468_N704-S506;CLL_05_76_D04;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
DQCIECGM;SeuratProject;353833;748;CLL_52;AF9574;N719-S502-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N719-S502-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N719-S502-NX-xt_2.fastq.gz;CLL_05-599_S107_L006_R1_001.fastq.gz;CLL_05-599_S107_L006_R2_001.fastq.gz;DQCIECGM;P2461;P2461_N719-S502;CLL_05_599_A03;05/599;63;PB;T1;NA;NA;pretreatment;NA
DSMGCOGA;SeuratProject;318055;2859;CLL_52;AG0662;N729-S507-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N729-S507-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N729-S507-NX-xt_2.fastq.gz;CLL_14-2116_S347_L001_R1_001.fastq.gz;CLL_14-2116_S347_L001_R2_001.fastq.gz;DSMGCOGA;P2469;P2469_N729-S507;CLL_14_2116_E12;14/2116;63;LN;T3;NA;NA;RS;NA
DSTCYJPX;SeuratProject;452259;1010;CLL_52;AG0167;N721-S515-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N721-S515-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N721-S515-NX-xt_2.fastq.gz;CLL_05-76_S69_L007_R1_001.fastq.gz;CLL_05-76_S69_L007_R2_001.fastq.gz;DSTCYJPX;P2467;P2467_N721-S515;CLL_05_76_B05;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
DSWGLKOI;SeuratProject;827774;1922;CLL_52;AG0805;N722-S517-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N722-S517-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N722-S517-NX-xt_2.fastq.gz;CLL_05-76_S197_L001_R1_001.fastq.gz;CLL_05-76_S197_L001_R2_001.fastq.gz;DSWGLKOI;P2471;P2471_N722-S517;CLL_05_76_D06;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
DSXLDOLW;SeuratProject;444573;946;CLL_52;AG0576;N716-S510-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N716-S510-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N716-S510-NX-xt_2.fastq.gz;CLL_05-599_S146_L001_R1_001.fastq.gz;CLL_05-599_S146_L001_R2_001.fastq.gz;DSXLDOLW;P2469;P2469_N716-S510;CLL_05_599_G01;05/599;63;PB;T1;NA;NA;pretreatment;NA
DTHOPDLE;SeuratProject;358171;910;CLL_52;AF9580;N719-S510-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N719-S510-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N719-S510-NX-xt_2.fastq.gz;CLL_05-599_S348_L006_R1_001.fastq.gz;CLL_05-599_S348_L006_R2_001.fastq.gz;DTHOPDLE;P2461;P2461_N719-S510;CLL_05_599_G03;05/599;63;PB;T1;NA;NA;pretreatment;NA
DWCKRONI;SeuratProject;1592;211;CLL_52;AG0792;N720-S521-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N720-S521-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N720-S521-NX-xt_2.fastq.gz;CLL_05-76_S83_L001_R1_001.fastq.gz;CLL_05-76_S83_L001_R2_001.fastq.gz;DWCKRONI;P2471;P2471_N720-S521;CLL_05_76_G04;05/76;63;LN;T1;NA;NA;pretreatmnt_2ndTissue;NA
DXXOIXJP;SeuratProject;430988;936;CLL_52;AF9721;N711-S517-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N711-S517-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N711-S517-NX-xt_2.fastq.gz;CLL_10-7434_S346_L006_R1_001.fastq.gz;CLL_10-7434_S346_L006_R2_001.fastq.gz;DXXOIXJP;P2462;P2462_N711-S517;CLL_10_7434_D09;10/7434;63;PB;T2;NA;NA;posttreatment;NA
EAAADBCT;SeuratProject;486572;2212;CLL_52;AG0127;N715-S515-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N715-S515-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N715-S515-NX-xt_2.fastq.gz;CLL_14-2116_S229_L007_R1_001.fastq.gz;CLL_14-2116_S229_L007_R2_001.fastq.gz;EAAADBCT;P2466;P2466_N715-S515;CLL_14_2116_B12;14/2116;63;LN;T3;NA;NA;RS;NA
EALAQNJO;SeuratProject;466102;836;CLL_52;AG0778;N719-S513-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N719-S513-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N719-S513-NX-xt_2.fastq.gz;CLL_05-599_S134_L001_R1_001.fastq.gz;CLL_05-599_S134_L001_R2_001.fastq.gz;EALAQNJO;P2471;P2471_N719-S513;CLL_05_599_A03;05/599;63;PB;T1;NA;NA;pretreatment;NA
EBETBSKG;SeuratProject;29105;76;CLL_52;AG0720;N707-S521-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N707-S521-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N707-S521-NX-xt_2.fastq.gz;CLL_10-7434_S50_L001_R1_001.fastq.gz;CLL_10-7434_S50_L001_R2_001.fastq.gz;EBETBSKG;P2470;P2470_N707-S521;CLL_10_7434_G07;10/7434;63;PB;T2;NA;NA;posttreatment;NA
EBGXCYVU;SeuratProject;293342;2190;CLL_52;AF9822;N727-S513-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N727-S513-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N727-S513-NX-xt_2.fastq.gz;CLL_14-2116_S264_L006_R1_001.fastq.gz;CLL_14-2116_S264_L006_R2_001.fastq.gz;EBGXCYVU;P2463;P2463_N727-S513;CLL_14_2116_A10;14/2116;63;LN;T3;NA;NA;RS;NA
ECJXXBRP;SeuratProject;361134;939;CLL_52;AG0100;N710-S521-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N710-S521-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N710-S521-NX-xt_2.fastq.gz;CLL_10-7434_S143_L007_R1_001.fastq.gz;CLL_10-7434_S143_L007_R2_001.fastq.gz;ECJXXBRP;P2466;P2466_N710-S521;CLL_10_7434_G08;10/7434;63;PB;T2;NA;NA;posttreatment;NA
EDAFUSHM;SeuratProject;448305;2449;CLL_52;AF9924;N712-S510-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N712-S510-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N712-S510-NX-xt_2.fastq.gz;CLL_14-2116_S265_L007_R1_001.fastq.gz;CLL_14-2116_S265_L007_R2_001.fastq.gz;EDAFUSHM;P2464;P2464_N712-S510;CLL_14_2116_G10;14/2116;63;LN;T3;NA;NA;RS;NA
EDXSKJTT;SeuratProject;450651;567;CLL_52;AG0671;N701-S520-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N701-S520-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N701-S520-NX-xt_2.fastq.gz;CLL_05-599_S303_L001_R1_001.fastq.gz;CLL_05-599_S303_L001_R2_001.fastq.gz;EDXSKJTT;P2470;P2470_N701-S520;CLL_05_599_F01;05/599;63;PB;T1;NA;NA;pretreatment;NA
EENAIUII;SeuratProject;332337;1824;CLL_52;AF9641;N728-S506-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N728-S506-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N728-S506-NX-xt_2.fastq.gz;CLL_14-2116_S228_L006_R1_001.fastq.gz;CLL_14-2116_S228_L006_R2_001.fastq.gz;EENAIUII;P2461;P2461_N728-S506;CLL_14_2116_D11;14/2116;63;LN;T3;NA;NA;RS;NA
EETHNLJM;SeuratProject;356175;839;CLL_52;AG0205;N726-S522-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N726-S522-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N726-S522-NX-xt_2.fastq.gz;CLL_10-7434_S341_L007_R1_001.fastq.gz;CLL_10-7434_S341_L007_R2_001.fastq.gz;EETHNLJM;P2467;P2467_N726-S522;CLL_10_7434_H09;10/7434;63;PB;T2;NA;NA;posttreatment;NA
EFPTXYSR;SeuratProject;379007;1061;CLL_52;AG0538;N711-S502-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N711-S502-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N711-S502-NX-xt_2.fastq.gz;CLL_10-7434_S242_L001_R1_001.fastq.gz;CLL_10-7434_S242_L001_R2_001.fastq.gz;EFPTXYSR;P2468;P2468_N711-S502;CLL_10_7434_A09;10/7434;63;PB;T2;NA;NA;posttreatment;NA
EGILYNHW;SeuratProject;830582;2944;CLL_52;AG0826;N726-S513-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N726-S513-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N726-S513-NX-xt_2.fastq.gz;CLL_10-7434_S252_L001_R1_001.fastq.gz;CLL_10-7434_S252_L001_R2_001.fastq.gz;EGILYNHW;P2471;P2471_N726-S513;CLL_10_7434_A09;10/7434;63;PB;T2;NA;NA;posttreatment;NA
EIWLZSIV;SeuratProject;246129;739;CLL_52;AF9769;N719-S517-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N719-S517-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N719-S517-NX-xt_2.fastq.gz;CLL_05-599_S378_L006_R1_001.fastq.gz;CLL_05-599_S378_L006_R2_001.fastq.gz;EIWLZSIV;P2463;P2463_N719-S517;CLL_05_599_D03;05/599;63;PB;T1;NA;NA;pretreatment;NA
EJUQOGJA;SeuratProject;487684;1543;CLL_52;AG0488;N702-S510-NX-xt;63;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N702-S510-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCJ02ANXX/1/fastq/CCJ02ANXX_1_N702-S510-NX-xt_2.fastq.gz;CLL_05-599_S213_L001_R1_001.fastq.gz;CLL_05-599_S213_L001_R2_001.fastq.gz;EJUQOGJA;P2468;P2468_N702-S510;CLL_05_599_G02;05/599;63;PB;T1;NA;NA;pretreatment;NA
EMGZZZTE;SeuratProject;273599;764;CLL_52;AF9992;N723-S505-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N723-S505-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/7/fastq/CCHJ9ANXX_7_N723-S505-NX-xt_2.fastq.gz;CLL_10-7434_S268_L007_R1_001.fastq.gz;CLL_10-7434_S268_L007_R2_001.fastq.gz;EMGZZZTE;P2465;P2465_N723-S505;CLL_10_7434_C07;10/7434;63;PB;T2;NA;NA;posttreatment;NA
EMJXNZJF;SeuratProject;330985;1989;CLL_52;AF9825;N727-S517-NX-xt;63;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N727-S517-NX-xt_1.fastq.gz;/scratch/project/production/fastq/CCHJ9ANXX/6/fastq/CCHJ9ANXX_6_N727-S517-NX-xt_2.fastq.gz;CLL_14-2116_S190_L006_R1_001.fastq.gz;CLL_14-2116_S190_L006_R2_001.fastq.gz;EMJXNZJF;P2463;P2463_N727-S517;CLL_14_2116_D10;14/2116;63;LN;T3;NA;NA;RS;NA
